timestamp,id,extended_id,RX,remote_frame,error_frame,dlc,rotor_count_hex,rotor_speed_hex,current_hex,shaft_angle
1678580766.7188945,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.719641,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.7208605,0x201,0,1,0,0,8,0C8D,0000,FF5C,0.06845389265939673
1678580766.7216237,0x201,0,1,0,0,8,0C8D,0000,FF9C,0.06845389265939673
1678580766.722862,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.723591,0x201,0,1,0,0,8,0C8D,0000,FF9C,0.06845389265939673
1678580766.7248056,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.7255914,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.7268534,0x201,0,1,0,0,8,0C8D,0000,FF9C,0.06845389265939673
1678580766.7276208,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.7287877,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.7294786,0x201,0,1,0,0,8,0C8D,0000,FF5C,0.06845389265939673
1678580766.7308247,0x201,0,1,0,0,8,0C8D,0000,FF5C,0.06845389265939673
1678580766.7315629,0x201,0,1,0,0,8,0C8D,0000,FF5D,0.06845389265939673
1678580766.7327578,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.733518,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.7347245,0x201,0,1,0,0,8,0C8D,0000,FF9C,0.06845389265939673
1678580766.735513,0x201,0,1,0,0,8,0C8D,0000,FF5D,0.06845389265939673
1678580766.7366755,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.7375052,0x201,0,1,0,0,8,0C8D,0000,FF5D,0.06845389265939673
1678580766.7387068,0x201,0,1,0,0,8,0C8D,0000,FF9B,0.06845389265939673
1678580766.7393994,0x201,0,1,0,0,8,0C8D,0000,FF9C,0.06845389265939673
